ts_utc,event,case_code,case_category,entered_code,correct,response_time_s,keystrokes,code_length,keystroke_efficiency,time_remaining_s,time_limit_s,stability,score
2026-04-22T11:33:46Z,case_start,N92.0,Gynecology,,0,0,0,5,0.000,30,30,100,0
2026-04-22T11:33:51Z,game_over:ended,N92.0,Gynecology,,0,0,0,0,0.000,25,0,90,0
