ts_utc,event,case_code,case_category,entered_code,correct,response_time_s,keystrokes,code_length,keystroke_efficiency,time_remaining_s,time_limit_s,stability,score
2026-04-22T07:56:34Z,case_start,D64.9,Hematology,,0,0,0,5,0.000,30,30,100,0
2026-04-22T07:57:03Z,game_over:timeout,D64.9,Hematology,,0,0,0,0,0.000,0,0,40,0
