ts_utc,event,case_code,case_category,entered_code,correct,response_time_s,keystrokes,code_length,keystroke_efficiency,time_remaining_s,time_limit_s,stability,score
2026-04-22T08:48:37Z,game_over:ended,G35,Neurology,,0,0,0,0,0.000,30,0,100,0
