ts_utc,event,case_code,case_category,entered_code,correct,response_time_s,keystrokes,code_length,keystroke_efficiency,time_remaining_s,time_limit_s,stability,score
2026-04-22T11:52:09Z,case_start,O80,Obstetrics,,0,0,0,3,0.000,30,30,100,0
2026-04-22T11:52:39Z,game_over:timeout,O80,Obstetrics,,0,0,0,0,0.000,0,0,0,0
